Name,Rating,Reviews,Phone,Address,Category,Yelp URL,Suburb
"The Peacock Hotel",3.6,14,+61394813100,"210 High St, Northcote Victoria 3070, Australia","Pubs, Gastropubs",https://www.yelp.com/biz/the-peacock-hotel-northcote,Preston
"Jelly Stone",3.6,12,+61393867750,"179 Albion St, Brunswick Victoria 3056, Australia","Restaurants, Coffee & Tea",https://www.yelp.com/biz/jelly-stone-brunswick,Brunswick
"Shakahari Vegetarian Restaurant",3.6,12,+61393473848,"201-203 Faraday St, Carlton Victoria 3053, Australia","Vegetarian, Thai",https://www.yelp.com/biz/shakahari-vegetarian-restaurant-carlton,Carlton
"Gringo Vibes Mexican Cantina",3.6,9,+61390448568,"489 High St, Northcote Victoria 3070, Australia","Mexican",https://www.yelp.com/biz/gringo-vibes-mexican-cantina-northcote,Northcote
"Kiki Hair Extensions Melbourne",3.6,9,+61398279410,"211 Commercial Road, Melbourne Victoria 3141, Australia","Hair Extensions",https://www.yelp.com/biz/kiki-hair-extensions-melbourne-melbourne,Richmond
"The Old Bike Shop Cafe",3.6,8,,"117 Lygon St, Melbourne Victoria 3057, Australia","Cafes",https://www.yelp.com/biz/the-old-bike-shop-cafe-melbourne,Brunswick
"Spout Cafe",3.6,8,,"48 Glen Eira Rd, Ripponlea Victoria 3185, Australia","Coffee & Tea, Restaurants",https://www.yelp.com/biz/spout-cafe-ripponlea,St Kilda
"Rude Boy Burger",3.6,8,+61393864302,"482 Albion St, Brunswick West Victoria 3055, Australia","Burgers",https://www.yelp.com/biz/rude-boy-burger-brunswick-west,Coburg
"Studley Park Boathouse Cafe",3.6,7,+61398531828,"1 Boathouse Rd, Kew Victoria 3101, Australia","Breakfast & Brunch, Cafes",https://www.yelp.com/biz/studley-park-boathouse-cafe-kew,Richmond
"Jam and Cream",3.6,7,,"1 Orr St, Shop 3, Heidelberg Heights Victoria 3081, Australia","Restaurants, Coffee & Tea",https://www.yelp.com/biz/jam-and-cream-heidelberg-heights,Reservoir
"Sourdough Kitchen",3.6,7,+61396875662,"172 Victoria Street, Seddon Victoria 3011, Australia","Bakeries, Restaurants",https://www.yelp.com/biz/sourdough-kitchen-seddon,Footscray
"Lola Cafe",3.6,7,,"77 Charles St, Seddon Victoria 3011, Australia","Portuguese, Spanish",https://www.yelp.com/biz/lola-cafe-seddon,Footscray
"Paul's Hair Port",3.6,7,+61393810777,"302 Sydney Rd, Brunswick Victoria 3056, Australia","Hair Salons",https://www.yelp.com/biz/pauls-hair-port-brunswick,Brunswick
"Common Ground",3.6,5,,"296A Carlisle St, Balaclava Victoria 3183, Australia","Coffee & Tea, Bakeries",https://www.yelp.com/biz/common-ground-balaclava,St Kilda
"Grafete",3.6,5,,"357-359 St Georges Rd, Thornbury Victoria 3071, Australia","Breakfast & Brunch, Cafes",https://www.yelp.com/biz/grafete-thornbury,Thornbury
"Urban Alice",3.6,5,+61401857724,"213 High St, Northcote Victoria 3070, Australia","Restaurants, Coffee & Tea",https://www.yelp.com/biz/urban-alice-northcote,Northcote
"Westgarth Fish and Chips",3.6,5,+61394810211,"99 High St, Northcote, Northcote Victoria 3070, Australia","Fast Food",https://www.yelp.com/biz/westgarth-fish-and-chips-northcote,Northcote
"Vinniese Half Price Pizza",3.6,5,+61394784477,"238/18 Cramer St, Preston Market, Preston Victoria 3072, Australia","Pizza",https://www.yelp.com/biz/vinniese-half-price-pizza-preston,Reservoir
"So Haircutters",3.6,5,+61394826632,"159 Queens Pde, Clifton Hill Victoria 3068, Australia","Hair Salons",https://www.yelp.com/biz/so-haircutters-clifton-hill,Preston
"Mrs Parma's",3.7,51,+61396392269,"25 Little Bourke St, Melbourne Victoria 3000, Australia","Bars, French, Italian",https://www.yelp.com/biz/mrs-parmas-melbourne,Fitzroy
"Laksa Bar",3.7,51,+61396631941,"108 Little Lonsdale St, Melbourne Victoria 3000, Australia","Malaysian",https://www.yelp.com/biz/laksa-bar-melbourne,Fitzroy
"Gami Chicken and Beer",3.7,43,+61396713232,"100 Little Lonsdale St, Melbourne Victoria 3000, Australia","Korean",https://www.yelp.com/biz/gami-chicken-and-beer-melbourne-6,Fitzroy
"Rococo",3.7,39,+61395253232,"87 Acland St, #89, St Kilda Victoria 3182, Australia","Italian",https://www.yelp.com/biz/rococo-st-kilda-3,St Kilda
"I Love Pho 264",3.7,31,+61394277749,"264 Victoria St, Richmond Victoria 3121, Australia","Restaurants",https://www.yelp.com/biz/i-love-pho-264-richmond,Richmond
"Tusk Cafe Bar",3.7,26,+61395291198,"133 Chapel St, Windsor Victoria 3181, Australia","Cafes",https://www.yelp.com/biz/tusk-cafe-bar-windsor-2,Prahran
"Hu Tong",3.7,26,+61390981188,"Shop 1, 162 Commercial Rd, Prahran Victoria 3181, Australia","Dim Sum, Seafood, Noodles",https://www.yelp.com/biz/hu-tong-prahran,St Kilda
"Donovans",3.7,26,+61395348221,"40 Jacka Bvd, St Kilda Victoria 3182, Australia","Mediterranean",https://www.yelp.com/biz/donovans-st-kilda-3,St Kilda
"The Corner Shop",3.7,24,+61396890052,"9 Ballarat St, Yarraville Victoria 3013, Australia","Restaurants, Coffee & Tea",https://www.yelp.com/biz/the-corner-shop-yarraville-2,Footscray
"Night Noodle Markets",3.7,24,,"Birrarung Marr, Melbourne Victoria 3004, Australia","Restaurants",https://www.yelp.com/biz/night-noodle-markets-melbourne,South Yarra
"Seoul Soul",3.7,23,+61478768760,"323-325 Victoria St, Abbotsford Victoria 3070, Australia","Korean",https://www.yelp.com/biz/seoul-soul-abbotsford,Richmond
"Madame K's Vegetarian",3.7,23,+61394156099,"367 Brunswick St, Fitzroy Victoria 3065, Australia","Thai",https://www.yelp.com/biz/madame-ks-vegetarian-fitzroy,Collingwood
"Captains Of Industry",3.7,23,+61396704405,"2 Somerset Pl, Level 1, Melbourne Victoria 3000, Australia","Barbers, Shoe Stores, Cafes",https://www.yelp.com/biz/captains-of-industry-melbourne-4,Footscray
"Kitty Burns",3.7,22,+61394270164,"24 Acacia Pl, Abbotsford Victoria 3067, Australia","Coffee & Tea",https://www.yelp.com/biz/kitty-burns-abbotsford,Richmond
"Horn Please",3.7,20,+61394978101,"167 St Georges Rd, Fitzroy North Victoria 3068, Australia","Indian",https://www.yelp.com/biz/horn-please-fitzroy-north-2,Brunswick
"The Meatball & Wine Bar",3.7,20,+61394283339,"105 Swan St, Richmond Victoria 3121, Australia","Italian, American",https://www.yelp.com/biz/the-meatball-and-wine-bar-richmond,Richmond
"St Edmonds",3.7,19,+61395250473,"154 Greville St, Prahran Victoria 3181, Australia","Breakfast & Brunch, Coffee & Tea",https://www.yelp.com/biz/st-edmonds-prahran,South Yarra
"East Elevation",3.7,18,+61393815575,"351 Lygon St, Brunswick East Victoria 3057, Australia","Restaurants, Coffee & Tea",https://www.yelp.com/biz/east-elevation-brunswick-east,Brunswick
"Retreat Hotel",3.7,18,+61393804090,"280 Sydney Rd, Brunswick Victoria 3056, Australia","Bars, Restaurants",https://www.yelp.com/biz/retreat-hotel-brunswick-2,Brunswick
"School of 7 Bells",3.7,15,+61395215535,"33 Chapel St, Windsor Victoria 3181, Australia","Restaurants, Coffee & Tea",https://www.yelp.com/biz/school-of-7-bells-windsor-2,Prahran
"Gelobar",3.7,15,+61393881419,"74 Lygon St, Brunswick East Victoria 3057, Australia","Bakeries, Restaurants, Coffee & Tea",https://www.yelp.com/biz/gelobar-brunswick-east,Brunswick
"Alfa Bakehouse",3.7,13,+61396876659,"42 Anderson St, Yarraville Victoria 3013, Australia","Bakeries, Coffee & Tea, Restaurants",https://www.yelp.com/biz/alfa-bakehouse-yarraville,Footscray
"Spotted Mallard",3.7,13,+61393808818,"314 Sydney Rd, Brunswick Victoria 3056, Australia","Restaurants, Bars",https://www.yelp.com/biz/spotted-mallard-brunswick,Brunswick
"Pho Hung",3.7,13,+61394701588,"447 High St, Preston Victoria 3072, Australia","Restaurants",https://www.yelp.com/biz/pho-hung-preston-2,Thornbury
"Animal Orchestra",3.7,12,+61393494944,"163 Grattan St, Carlton Victoria 3053, Australia","Restaurants, Coffee & Tea",https://www.yelp.com/biz/animal-orchestra-carlton,Carlton
"Lâm Lâm",3.7,11,+61394825258,"209 High St, Northcote,, Northcote Victoria 3070, Australia","Vietnamese",https://www.yelp.com/biz/l%C3%A2m-l%C3%A2m-northcote-2,Thornbury
"Boundary Espresso",3.7,10,+61394840260,"107 Plenty Rd, Preston Victoria 3072, Australia","Coffee & Tea, Breakfast & Brunch",https://www.yelp.com/biz/boundary-espresso-preston,Preston
"Michelino's Trattoria",3.7,9,+61396633365,"69 Pelham St, Carlton Victoria 3053, Australia","Italian, Pizza",https://www.yelp.com/biz/michelinos-trattoria-carlton,Carlton
"Monsieur Truffe",3.7,7,+61393804915,"351 Lygon St, Brunswick East Victoria 3057, Australia","Restaurants, Coffee & Tea",https://www.yelp.com/biz/monsieur-truffe-brunswick-east,Brunswick
"Garden View Cafe",3.7,6,+61394172404,"44 Nicholson St, Fitzroy Victoria 3065, Australia","Restaurants, Coffee & Tea",https://www.yelp.com/biz/garden-view-cafe-fitzroy,Brunswick
"Uncommon.",3.7,6,+61395106655,"60 Chapel St, Windsor Victoria 3181, Australia","Restaurants, Coffee & Tea",https://www.yelp.com/biz/uncommon-windsor,St Kilda
"Stovetop",3.7,6,+61393472010,"1/108 - 128 Leicester St, Carlton Victoria 3053, Australia","Coffee & Tea",https://www.yelp.com/biz/stovetop-carlton,Carlton
"Steamjunkies",3.7,6,+61399734309,"7-9 Florence St, Brunswick Victoria 3056, Australia","Coffee & Tea, Breakfast & Brunch",https://www.yelp.com/biz/steamjunkies-brunswick,Coburg
"Room 53",3.7,6,+61393875144,"53 Lygon St, Brunswick East Victoria 3057, Australia","Hair Salons",https://www.yelp.com/biz/room-53-brunswick-east,Brunswick
"Stalactites Restaurant",3.8,91,+61396633316,"177/183 Lonsdale Street, Melbourne Victoria 3000, Australia","International",https://www.yelp.com/biz/stalactites-restaurant-melbourne-2,Fitzroy
"Trunk",3.8,85,+61396637994,"275 Exhibition St, Melbourne Victoria 3000, Australia","Bars, Mediterranean, Venues & Event Spaces",https://www.yelp.com/biz/trunk-melbourne-2,Fitzroy
"Huxtaburger",3.8,80,+61394176328,"106 Smith St, Collingwood Victoria 3066, Australia","Burgers",https://www.yelp.com/biz/huxtaburger-collingwood-3,Fitzroy
"Friends of Mine",3.8,50,+61394287516,"506 Swan St, Richmond Victoria 3121, Australia","Restaurants, Coffee & Tea",https://www.yelp.com/biz/friends-of-mine-richmond,Richmond
"Gingerboy",3.8,50,+61396624200,"27-29 Crossley St, #27, Melbourne Victoria 3000, Australia","Chinese",https://www.yelp.com/biz/gingerboy-melbourne,Fitzroy
"Brunetti",3.8,46,+61393472801,"250 Flinders Ln, Melbourne Victoria 3000, Australia","Cafes",https://www.yelp.com/biz/brunetti-melbourne-7,Fitzroy
"Green Refectory Pop Up Cafe",3.8,43,+61393871150,"115 Sydney Rd, Melbourne Victoria 3056, Australia","Coffee & Tea",https://www.yelp.com/biz/green-refectory-pop-up-cafe-melbourne,Brunswick
"Universal Restaurant",3.8,39,+61393474393,"139-141 Lygon St, Carlton Victoria 3053, Australia","Venues & Event Spaces, Italian",https://www.yelp.com/biz/universal-restaurant-carlton,Carlton
"The B.East",3.8,36,+61390361456,"80 Lygon St, Brunswick East Victoria 3057, Australia","Burgers, Bars",https://www.yelp.com/biz/the-b-east-brunswick-east,Brunswick
"Berlin Bar",3.8,34,+61396393396,"16 Corrs Lane, Level 2, Melbourne Victoria 3000, Australia","Bars, Restaurants",https://www.yelp.com/biz/berlin-bar-melbourne,Fitzroy
"Iddy Biddy Bar",3.8,33,+61395253320,"35-39 Blessington St, St Kilda Victoria 3182, Australia","Restaurants, Bars, Coffee & Tea",https://www.yelp.com/biz/iddy-biddy-bar-st-kilda,St Kilda
"The Station Hotel",3.8,32,+61398100085,"59 Napier St, Footscray Victoria 3011, Australia","Steakhouses, French, Seafood",https://www.yelp.com/biz/the-station-hotel-footscray,Footscray
"Oriental Tea House",3.8,31,+61398260168,"455 Chapel St, South Yarra Victoria 3141, Australia","Chinese",https://www.yelp.com/biz/oriental-tea-house-south-yarra,St Kilda
"Park St",3.8,26,+61393805499,"815 Nicholson St, Carlton North Victoria 3054, Australia","Breakfast & Brunch, Wine Bars, Italian",https://www.yelp.com/biz/park-st-carlton-north-2,Brunswick
"France-Soir",3.8,26,+61398668569,"11 Toorak Rd, South Yarra Victoria 3141, Australia","French",https://www.yelp.com/biz/france-soir-south-yarra,Richmond
"The Bridge Hotel",3.8,26,+61394295734,"642 Bridge Rd, Richmond Victoria 3121, Australia","Pubs, Pub Food",https://www.yelp.com/biz/the-bridge-hotel-richmond,Richmond
"Drugstore Espresso",3.8,25,+61398275058,"194 Toorak Rd, South Yarra Victoria 3141, Australia","Coffee & Tea, Restaurants",https://www.yelp.com/biz/drugstore-espresso-south-yarra,South Yarra
"David's",3.8,25,+61395295199,"4 Cecil Pl, Prahran Victoria 3181, Australia","Chinese",https://www.yelp.com/biz/davids-prahran,St Kilda
"Viet Rose Vietnamese Restaurant",3.8,25,+61394177415,"363 Brunswick St, Fitzroy Victoria 3065, Australia","Restaurants",https://www.yelp.com/biz/viet-rose-vietnamese-restaurant-fitzroy-2,Collingwood
"The Gem",3.8,25,+61394195170,"289 Wellington St, Collingwood Victoria 3066, Australia","Bars, American",https://www.yelp.com/biz/the-gem-collingwood-2,Collingwood
"Union Club Hotel",3.8,21,+61394172926,"164 Gore St, Fitzroy Victoria 3065, Australia","Bars, Restaurants",https://www.yelp.com/biz/union-club-hotel-fitzroy,Collingwood
"Lumberjack",3.8,19,+61394295255,"484 Bridge Rd, Richmond Victoria 3121, Australia","Coffee & Tea, Restaurants",https://www.yelp.com/biz/lumberjack-richmond,Richmond
"Piccolo Mondo",3.8,19,+61396509064,"240 Lygon St, Carlton Victoria 3057, Australia","Italian",https://www.yelp.com/biz/piccolo-mondo-carlton,Carlton
"Cafe Republic",3.8,17,+61398200800,"160 Toorak Rd, South Yarra Victoria 3141, Australia","Restaurants, Coffee & Tea",https://www.yelp.com/biz/cafe-republic-south-yarra,South Yarra
"Royal Saxon",3.8,16,+61394295277,"545 Church St, Richmond Victoria 3121, Australia","Italian, Venues & Event Spaces, Wine Bars",https://www.yelp.com/biz/royal-saxon-richmond,Richmond
"Up in Smoke",3.8,15,+61396898188,"28 Hopkins St, Footscray Victoria 3011, Australia","American",https://www.yelp.com/biz/up-in-smoke-footscray-2,Footscray
"Biba Academy of Hairdressing",3.8,13,+61396395928,"401 Swanston St, Melbourne Victoria 3000, Australia","Hair Salons",https://www.yelp.com/biz/biba-academy-of-hairdressing-melbourne,Fitzroy
"True North",3.8,12,+61399172262,"2A Munro St, Coburg Victoria 3058, Australia","Restaurants, Coffee & Tea",https://www.yelp.com/biz/true-north-coburg,Brunswick
"Hawthorn Common",3.8,12,+61398192200,"302 Burwood Rd, Hawthorn Victoria 3122, Australia","Restaurants, Coffee & Tea",https://www.yelp.com/biz/hawthorn-common-hawthorn,Richmond
"Cafe Lua",3.8,11,,"169 Elgin St, Carlton Victoria 3053, Australia","Restaurants, Coffee & Tea",https://www.yelp.com/biz/cafe-lua-carlton-3,Carlton
"Sartoria Melbourne",3.8,10,+6194805664,"115 Plenty Rd, Preston Victoria 3072, Australia","Breakfast & Brunch, Coffee & Tea, Venues & Event Spaces",https://www.yelp.com/biz/sartoria-melbourne-preston,Preston
"The Old Milk Bar Cafe",3.8,10,+61390436227,"144 Dundas St, Thornbury Victoria 3071, Australia","Breakfast & Brunch, Coffee & Tea",https://www.yelp.com/biz/the-old-milk-bar-cafe-thornbury,Preston
"Melbourne Kebab Station",3.8,10,+61393557766,"Shop 10, 459 Sydney Rd, Coburg Victoria 3058, Australia","Fast Food, Kebab, Halal",https://www.yelp.com/biz/melbourne-kebab-station-coburg,Coburg
"Advieh",3.8,8,+61432241276,"71B Gamon St, Seddon Victoria 3011, Australia","Middle Eastern, Cafes",https://www.yelp.com/biz/advieh-seddon,Footscray
"North Melbourne Dental",3.8,8,+61393281477,"91 Errol St, North Melbourne Victoria 3051, Australia","Dentists",https://www.yelp.com/biz/north-melbourne-dental-north-melbourne-2,Brunswick
"Dancing Dog Cafe",3.8,6,+61396892566,"42A Albert St, Footscray Victoria 3011, Australia","Restaurants, Bars, Coffee & Tea",https://www.yelp.com/biz/dancing-dog-cafe-footscray-3,Footscray
"Brother Nancy",3.8,6,+61439318820,"182 Essex St, Footscray Victoria 3012, Australia","Restaurants, Coffee & Tea",https://www.yelp.com/biz/brother-nancy-footscray,Footscray
"Rubber Duck Cafe",3.8,6,+61394817489,"139 Queens Pde, Clifton Hill Victoria 3068, Australia","Restaurants, Coffee & Tea",https://www.yelp.com/biz/rubber-duck-cafe-clifton-hill,Preston
"Wild Timor Coffee",3.8,6,+61393862315,"282 Sydney Rd, Coburg Victoria 3058, Australia","Coffee & Tea, Restaurants",https://www.yelp.com/biz/wild-timor-coffee-coburg,Coburg
"Dong Que Vietnamese Restaurant",3.8,6,+61396894392,"102 Hopkins St, Footscray Victoria 3011, Australia","Restaurants",https://www.yelp.com/biz/dong-que-vietnamese-restaurant-footscray-2,Footscray
"La Sera",3.8,6,+61394812691,"393-395 St Georges Rd, #393, Fitzroy North Victoria 3068, Australia","Pizza, Italian",https://www.yelp.com/biz/la-sera-fitzroy-north,Northcote
"Kitchen IROHA",3.8,6,+61385294102,"487 High St, Northcote Victoria 3070, Australia","Japanese",https://www.yelp.com/biz/kitchen-iroha-northcote,Northcote
"8th Nerve Cafe",3.8,5,,"103 Gaffney St, Coburg Victoria 3058, Australia","Restaurants, Coffee & Tea",https://www.yelp.com/biz/8th-nerve-cafe-coburg,Preston
"Einstein's Relative",3.8,5,+61390789801,"Suite 1, #1, South Yarra Victoria 3141, Australia","Restaurants, Coffee & Tea",https://www.yelp.com/biz/einsteins-relative-south-yarra,South Yarra
"Cafe Saporo",3.8,5,+61396969974,"Suite 3, 380 St Kilda Rd, Melbourne Victoria 3004, Australia","Cafes",https://www.yelp.com/biz/cafe-saporo-melbourne,South Yarra
"Pho Tam",3.8,5,+61396872680,"Shop 1, Shop 7, Footscray Victoria 3011, Australia","Restaurants",https://www.yelp.com/biz/pho-tam-footscray,Footscray
"Pizza Del Sole",3.8,5,+61393143996,"343 Somerville Rd, Yarraville Victoria 3013, Australia","Fast Food, Pizza",https://www.yelp.com/biz/pizza-del-sole-yarraville,Sunshine
"Antalya Turkish Restaurant",3.8,5,+61393835115,"233 Sydney Rd, Coburg Victoria 3058, Australia","Turkish",https://www.yelp.com/biz/antalya-turkish-restaurant-coburg,Coburg
"Il Pizzaiolo",3.8,5,+61394848558,"163 Darebin Rd, Thornbury Victoria 3071, Australia","Pizza",https://www.yelp.com/biz/il-pizzaiolo-thornbury,Northcote
"Rubi Hair",3.8,5,+61395298220,"79 Chapel St, Shop 6, Windsor Victoria 3181, Australia","Hair Salons",https://www.yelp.com/biz/rubi-hair-windsor-2,St Kilda
"The Bearded Man Barber Studio ",3.8,5,+61498008451,"203 Chapel St, Prahran Victoria 3181, Australia","Men's Hair Salons, Barbers",https://www.yelp.com/biz/the-bearded-man-barber-studio-prahran,Prahran
"Hampstead Dental",3.8,5,+61393185599,"Suite 2, 44 Hampstead Rd, Maidstone Victoria 3012, Australia","Cosmetic Dentists",https://www.yelp.com/biz/hampstead-dental-maidstone-3,Sunshine
"The Vegie Bar",3.9,139,+61394176935,"380 Brunswick St, Fitzroy Victoria 3065, Australia","Vegetarian",https://www.yelp.com/biz/the-vegie-bar-fitzroy-2,Fitzroy
"Brunetti",3.9,96,+61393472801,"380 Lygon St, Melbourne Victoria 3053, Australia","Cafes",https://www.yelp.com/biz/brunetti-melbourne-5,Carlton
"8Bit",3.9,76,+61396878838,"8 Droop St, Footscray Victoria 3011, Australia","Burgers, Fast Food",https://www.yelp.com/biz/8bit-footscray,Footscray
"Radio Mexico",3.9,65,+61395349990,"11-13 Carlisle St, St Kilda Victoria 3182, Australia","Mexican",https://www.yelp.com/biz/radio-mexico-st-kilda-3,St Kilda
"MissChu",3.9,47,+61390771097,"297 Exhibition St, Shop 2, Melbourne Victoria 3000, Australia","Restaurants",https://www.yelp.com/biz/misschu-melbourne-2,Fitzroy
"Industry Beans",3.9,46,+61394171034,"3/62 Rose Street, Fitzroy Victoria 3065, Australia","Coffee Roasteries, Cafes",https://www.yelp.com/biz/industry-beans-fitzroy,Fitzroy
"Banff",3.9,45,+61395253899,"Suite 29, 145 Fitzroy St, St Kilda Victoria 3182, Australia","Pizza, Breakfast & Brunch",https://www.yelp.com/biz/banff-st-kilda,St Kilda
"Tall Timber",3.9,43,+61395104111,"60 Commercial Rd, Prahran Victoria 3181, Australia","Restaurants, Coffee & Tea",https://www.yelp.com/biz/tall-timber-prahran,St Kilda
"Moroccan Soup Bar",3.9,40,+61394824240,"183 St Georges Rd, Fitzroy North Victoria 3068, Australia","Restaurants",https://www.yelp.com/biz/moroccan-soup-bar-fitzroy-north,Brunswick
"Riverland Bar",3.9,40,+61396621771,"Vaults 1-9 Federation Wharf, Melbourne Victoria 3000, Australia","Bars, Coffee & Tea, American",https://www.yelp.com/biz/riverland-bar-melbourne-2,South Yarra
"Archie's All Day",3.9,36,+61394170066,"189 Gertrude St, Fitzroy Victoria 3065, Australia","Restaurants, Coffee & Tea",https://www.yelp.com/biz/archies-all-day-fitzroy-2,Fitzroy
"Yellow Bird Cafe",3.9,36,+61395338983,"122 Chapel St, #1, Windsor Victoria 3181, Australia","Mexican, Coffee & Tea, Burgers",https://www.yelp.com/biz/yellow-bird-cafe-windsor-2,St Kilda
"Jimmy Grants",3.9,35,+61384198800,"113 St David St, Melbourne Victoria 3065, Australia","Fast Food, International",https://www.yelp.com/biz/jimmy-grants-melbourne-6,Fitzroy
"Yamato Japanese Restaurant",3.9,35,+61396631706,"28 Corrs Ln, Melbourne Victoria 3000, Australia","Japanese",https://www.yelp.com/biz/yamato-japanese-restaurant-melbourne-2,Fitzroy
"Belles Hot Chicken",3.9,34,+61390770788,"150 Gertrude St, Fitzroy South Australia 3065, Australia","Chicken Shop, American, Bars",https://www.yelp.com/biz/belles-hot-chicken-fitzroy,Fitzroy
"Naughty Boy Cafe",3.9,32,+61390417870,"499-501 Lygon St, Princes Hill Victoria 3054, Australia","Cafes",https://www.yelp.com/biz/naughty-boy-cafe-princes-hill,Brunswick
"Pho Dzung City Noodle Shop",3.9,32,+61396638885,"234 Russell St, Melbourne Victoria 3000, Australia","Vietnamese",https://www.yelp.com/biz/pho-dzung-city-noodle-shop-melbourne,Fitzroy
"Barry.",3.9,31,+61394817623,"85 High St, Northcote, Melbourne Victoria 3070, Australia","Coffee & Tea",https://www.yelp.com/biz/barry-melbourne,Brunswick
"Saké",3.9,31,+61386870775,"Hamer Hall, Arts Centre Melbourne, 100 St Kilda Road, Melbourne Victoria 3004, Australia","Japanese, Cocktail Bars",https://www.yelp.com/biz/sak%C3%A9-melbourne,South Yarra
"Kaprica",3.9,27,+61393471138,"19 Lincoln Square S, Carlton Victoria 3053, Australia","Pizza",https://www.yelp.com/biz/kaprica-carlton,Carlton
"Common Galaxia",3.9,25,+61396890309,"Shop 3-4, 130 Victoria Street, Seddon Victoria 3011, Australia","Restaurants, Coffee & Tea",https://www.yelp.com/biz/common-galaxia-seddon,Footscray
"Small Block",3.9,25,+61393812244,"130 Lygon St, Brunswick East Victoria 3057, Australia","Restaurants, Coffee & Tea",https://www.yelp.com/biz/small-block-brunswick-east,Brunswick
"Milk the Cow",3.9,24,+61393484771,"323 Lygon St, Melbourne Victoria 3053, Australia","Wine Bars, French",https://www.yelp.com/biz/milk-the-cow-melbourne-2,Carlton
"Serotonin Eatery",3.9,22,+61391081507,"52 Madden Grove, Richmond Victoria 3121, Australia","Breakfast & Brunch, Juice Bars & Smoothies, Coffee & Tea",https://www.yelp.com/biz/serotonin-eatery-richmond,Richmond
"Monarch Cake Shop",3.9,21,+61395342972,"103 Acland St, St Kilda Victoria 3182, Australia","Bakeries, Coffee & Tea, Restaurants",https://www.yelp.com/biz/monarch-cake-shop-st-kilda,St Kilda
"Hung Vuong Saigon",3.9,21,+61396896002,"128 Hopkins St, Footscray Victoria 3011, Australia","Restaurants",https://www.yelp.com/biz/hung-vuong-saigon-footscray-3,Footscray
"Aangan Indian Restaurant",3.9,21,+61396894175,"559 Barkly St, West Footscray Victoria 3012, Australia","Indian",https://www.yelp.com/biz/aangan-indian-restaurant-west-footscray,Sunshine
"Uncle",3.9,21,+61390412668,"188 Carlisle St, St Kilda Victoria 3182, Australia","Restaurants",https://www.yelp.com/biz/uncle-st-kilda,St Kilda
"Tank Fish & Chippery",3.9,20,+61390402124,"149-151 Lygon St, Carlton Victoria 3053, Australia","Seafood",https://www.yelp.com/biz/tank-fish-and-chippery-carlton-2,Carlton
"Fifty Acres",3.9,19,+61394210296,"65 Bridge Rd, Richmond Victoria 3121, Australia","Breakfast & Brunch, Coffee & Tea",https://www.yelp.com/biz/fifty-acres-richmond,Fitzroy
"Richmond Oysters",3.9,18,+61394285121,"437-443 Church St, #437, Richmond Victoria 3121, Australia","Seafood",https://www.yelp.com/biz/richmond-oysters-richmond-2,Richmond
"The Brunswick Green",3.9,17,+61393812413,"313 Sydney Rd, Brunswick Victoria 3056, Australia","Bars, Restaurants",https://www.yelp.com/biz/the-brunswick-green-brunswick,Brunswick
"Lazerpig",3.9,17,+61394171177,"9-11 Peel St, Collingwood Victoria 3067, Australia","Pizza, Bars",https://www.yelp.com/biz/lazerpig-collingwood,Richmond
"Kumo Izakaya & Sake Bar",3.9,15,+61393881505,"152 Lygon St, Brunswick East Victoria 3057, Australia","Japanese, Bars",https://www.yelp.com/biz/kumo-izakaya-and-sake-bar-brunswick-east,Brunswick
"Tin Pot Cafe",3.9,15,+61394815312,"248-250 St Georges Rd, Fitzroy North Victoria 3068, Australia","Cafes",https://www.yelp.com/biz/tin-pot-cafe-fitzroy-north-2,Brunswick
"Little Blue",3.9,13,+61395255545,"St Kilda Pier, Pier Rd, St Kilda Victoria 3182, Australia","Restaurants, Coffee & Tea",https://www.yelp.com/biz/little-blue-st-kilda,St Kilda
"Gelatissimo",3.9,11,+61393477300,"197 Lygon St, Carlton Victoria 3053, Australia","Restaurants",https://www.yelp.com/biz/gelatissimo-carlton,Carlton
"Le Miel",3.9,10,+61390439767,"330 Cardigan St, Melbourne Victoria 3053, Australia","Coffee & Tea, Breakfast & Brunch",https://www.yelp.com/biz/le-miel-melbourne,Carlton
"Da Guido La Pasta",3.9,10,+61385284547,"130 Lygon St, Carlton Victoria 3053, Australia","Italian",https://www.yelp.com/biz/da-guido-la-pasta-carlton,Carlton
"Bang Bang",3.9,10,+6194893238,"337 High St, Northcote Victoria 3070, Australia","Restaurants",https://www.yelp.com/biz/bang-bang-northcote,Thornbury
"Butcher 128",3.9,9,+61393180975,"128 Roberts St, Yarraville Victoria 3013, Australia","Coffee & Tea, Breakfast & Brunch",https://www.yelp.com/biz/butcher-128-yarraville,Sunshine
"George Street Cafe",3.9,9,+61394195805,"65 George St, East Melbourne Victoria 3002, Australia","Restaurants, Coffee & Tea",https://www.yelp.com/biz/george-street-cafe-east-melbourne,Fitzroy
"Pearl Oyster Espresso",3.9,9,+61394802500,"114 Miller St, Preston Victoria 3072, Australia","Restaurants, Coffee & Tea",https://www.yelp.com/biz/pearl-oyster-espresso-preston-2,Preston
"Tinker",3.9,9,+61394825264,"235 High St, Northcote Victoria 3070, Australia","Coffee & Tea, Breakfast & Brunch",https://www.yelp.com/biz/tinker-northcote,Thornbury
